,senator,party,position,ethnicity,gender,centroid,happiness_cs,anger_cs,disgust_cs,surprise_cs,sadness_cs,fear_cs,general_cs
82,Pérez Pérez Catalina del Socorro,Colombia Humana,government,1,0,"[ 2.01843575e-01  1.76151529e-01  7.23321512e-02 -1.75014257e-01
  2.99704105e-01 -1.72882721e-01  2.64536381e-01  4.83675867e-01
 -3.35272878e-01 -2.11187556e-01  2.35044345e-01 -5.55143617e-02
  1.84628204e-01 -3.44663188e-02  3.27640742e-01 -1.96247622e-01
  1.22787267e-01 -2.42300287e-01  3.10225695e-01 -3.83734673e-01
  5.87937720e-02  1.78045645e-01  4.38434452e-01  3.30116600e-01
  3.69639605e-01 -6.74006224e-01 -1.16270922e-01 -2.99940497e-01
 -2.10520271e-02 -1.34753557e-02 -4.00905997e-01 -3.70017439e-01
  6.70558598e-04 -1.26469418e-01 -2.52749652e-01  4.84513283e-01
  2.27962479e-01 -2.97328383e-01  1.35032013e-01 -4.33530301e-01
 -1.69789374e-01  1.79426834e-01 -3.27769786e-01 -1.47079676e-01
  3.75129282e-03 -1.94831099e-02 -4.52328295e-01  1.79564223e-01
  1.62654981e-01  1.87196627e-01 -4.45877671e-01  9.02727246e-02
 -6.89993441e-01 -1.15599304e-01  1.95528314e-01 -7.24978521e-02
 -9.59031060e-02  1.77619442e-01  1.18169121e-01  5.73637545e-01
 -2.74184525e-01 -1.50240483e-02 -2.51372550e-02 -4.48687226e-01
 -6.16929352e-01  2.16427207e-01 -2.58870870e-01 -3.15525621e-01
  3.49776119e-01 -8.49559978e-02  1.75502107e-01  1.32116243e-01
 -1.44426718e-01  3.08605641e-01 -1.09163523e-01 -4.13516425e-02
 -2.39016995e-01 -2.47728601e-01 -6.78225696e-01 -1.25792310e-01
  3.36702943e-01  3.39081548e-02 -1.93983361e-01  6.63089573e-01
 -3.10888022e-01  5.87930977e-01  1.34373844e-01  1.18075937e-01
  7.14696229e-01  1.63004190e-01  2.57837951e-01 -1.54934190e-02
  3.99140343e-02 -6.08200990e-02  9.09188762e-02  1.44899830e-01
  8.62986967e-02 -8.61179173e-01  2.54958600e-01 -4.22525495e-01]",0.7329634,0.5888155,0.6549043,0.61996543,0.653362,0.67888594,0.6996507
83,Pineda García Marcos Daniel ,Partido Conservador,independent,0,1,"[ 0.06491683  0.2855514   0.15260415 -0.15519242  0.19848566 -0.22327141
  0.07484143  0.22759028 -0.00743349 -0.06895753  0.21951263 -0.0720113
  0.16130136 -0.14247736  0.3015482  -0.12240504  0.07972582 -0.01294561
  0.2592691  -0.31710944 -0.26327795  0.16598074  0.23106778  0.14143865
  0.07531135 -0.20698626 -0.13661891 -0.39028105  0.00361138  0.17887665
 -0.2054276  -0.19733952  0.16004606  0.30448124 -0.04968229  0.31272605
  0.47231552 -0.22144377  0.13747424 -0.4471654   0.16644125  0.01665931
 -0.03742024  0.08802374  0.09135431  0.03382641 -0.3405768   0.02456265
  0.3522108  -0.02614885 -0.24665181  0.1646881  -0.3374571  -0.2179543
  0.16374548  0.06011036 -0.06708468  0.0708272   0.09150815  0.48600602
 -0.13680892  0.13386174  0.07559885 -0.5040648  -0.4603715  -0.07731595
 -0.53052306 -0.19639027  0.19864504 -0.0719441  -0.04630394 -0.21349072
 -0.21695513  0.62296385 -0.09336675 -0.16921806 -0.22568035 -0.39288792
 -0.56515527 -0.24592383  0.18353458  0.0327681  -0.2384065   0.52651536
 -0.16701572  0.7029502   0.08157881  0.09963923  0.66379356 -0.09422963
  0.1658053  -0.08230212  0.14312951 -0.17577149  0.03014255  0.16766447
  0.26980957 -0.47102407  0.05060783 -0.5606229 ]",0.67914385,0.58177245,0.60990286,0.5763036,0.6250062,0.6401024,0.65115166
84,Pinto Hernández Miguel Ángel,Partido Liberal,independent,0,1,"[ 0.20070764  0.17289758  0.10295989 -0.35543677  0.17434315 -0.34797922
  0.21480834  0.20898707 -0.1298356  -0.11211105  0.37573126  0.02479438
  0.10753172 -0.0828007   0.33501223 -0.00535255  0.02223591  0.13212326
  0.21001263 -0.31967825 -0.00421411  0.2854213   0.15414675  0.16440368
  0.06460969 -0.5049925   0.01113356 -0.3247022   0.03707704 -0.06054226
 -0.28577504 -0.24034491  0.04914892  0.18374802 -0.14609246  0.39108226
  0.33589482 -0.19899032  0.17903253 -0.35470265  0.00850107  0.07478757
 -0.07034065  0.02158353  0.08749559  0.05317084 -0.48183715  0.13410516
  0.12935805  0.0074025  -0.4659742   0.23494841 -0.52708447 -0.32526144
  0.32034716  0.08588579  0.08147428  0.3236456   0.37972412  0.60651255
 -0.10365335  0.04191741 -0.11986004 -0.5584067  -0.33473247  0.0399887
 -0.4847494  -0.24422203  0.23628554 -0.08563121  0.16205941 -0.09915432
 -0.08313046  0.590453    0.05854392 -0.14622705  0.00519334 -0.49787802
 -0.6142659  -0.2675292   0.17140791  0.03412335 -0.21239574  0.3970154
 -0.16932137  0.60040414  0.13610026 -0.08279086  0.87371945  0.02231029
  0.18601333 -0.05559772  0.0328672   0.02283358 -0.05241736  0.11865957
  0.41100252 -0.70313346  0.07217651 -0.54137653]",0.632066,0.51647437,0.5557164,0.516906,0.5607032,0.5841674,0.5958333
85,Pizarro Rodríguez María José,Movimiento Alternativo Indígena y Social,government,0,0,"[ 2.09609836e-01  1.22140400e-01  2.17202321e-01 -3.10622036e-01
  2.71468282e-01 -3.00128162e-01  1.30245343e-01  2.89962679e-01
 -9.90730971e-02 -1.01201102e-01  4.43592280e-01 -1.04335286e-01
  8.17377865e-02  4.91374806e-02  2.89660841e-01 -1.50839537e-01
  7.01956600e-02 -1.18972011e-01  3.83743465e-01 -3.24668318e-01
 -8.11066478e-02  8.54110569e-02  2.18219101e-01  9.63526443e-02
  1.96105093e-01 -5.35711050e-01  1.29441291e-01 -3.81117582e-01
 -1.37636453e-01 -3.63822877e-02 -1.57054454e-01 -3.67060483e-01
 -1.89093143e-01  8.13709199e-02 -3.42108130e-01  5.50374746e-01
  2.52656788e-01 -1.59951657e-01  2.89721847e-01 -4.29304928e-01
 -1.54139519e-01 -3.67526039e-02 -1.89324945e-01 -7.81947821e-02
  7.57199377e-02  2.28507891e-02 -5.53320408e-01  2.97059089e-01
  1.91418707e-01  7.91560709e-02 -4.94494736e-01  1.91867709e-01
 -6.31586313e-01 -2.05464542e-01  1.82700157e-01  8.61082897e-02
 -1.70696661e-01  3.72049928e-01  1.84240401e-01  6.67479813e-01
 -1.52106166e-01  1.72677003e-02 -4.45672199e-02 -3.59080136e-01
 -4.89702404e-01  1.30642988e-02 -3.53377551e-01 -3.64429981e-01
  4.32439387e-01 -6.51928857e-02  2.40597337e-01 -6.70038164e-04
 -2.26392731e-01  5.30852556e-01 -9.56525374e-03 -3.04306835e-01
 -1.65345237e-01 -4.78400290e-01 -6.36841536e-01 -2.50688523e-01
  3.26163352e-01  2.65606306e-02 -9.01705027e-02  5.91208458e-01
 -8.42456520e-02  6.90721750e-01  1.77805185e-01 -9.97639373e-02
  1.04564166e+00  6.42282590e-02  2.72403330e-01 -1.40052378e-01
  1.57116309e-01 -1.41679645e-01 -2.10103214e-01  2.43192375e-01
  2.88864881e-01 -9.27994490e-01  1.60292178e-01 -5.45274019e-01]",0.6418155,0.53169894,0.5719061,0.5330967,0.57693654,0.5986498,0.60901713
86,Pulido Hernández Jonathan Ferney ,Alianza Verde,government,0,1,"[ 0.17466605  0.08224829  0.22569764 -0.3980886   0.19022979 -0.34203047
  0.19538255  0.38821214 -0.27078998 -0.0345137   0.29502422 -0.00600161
  0.10935523 -0.01304715  0.40559202 -0.18007444  0.13242179 -0.01535915
  0.30879077 -0.32965732 -0.01768708  0.29280967  0.2059122   0.0900294
  0.13438483 -0.66513866  0.06887533 -0.33424067  0.03822501 -0.0901175
 -0.30283925 -0.43623298 -0.05291785  0.15854223 -0.22111198  0.5592988
  0.30518216 -0.26013032  0.2535821  -0.49704623 -0.02581125  0.03623961
 -0.21411136  0.08579765  0.08210921  0.10056347 -0.5225857   0.13724653
  0.1463561   0.09360958 -0.40124983  0.20725866 -0.7091188  -0.29392558
  0.22902913  0.1068902   0.02584164  0.41099754  0.34623343  0.7104045
 -0.07003289  0.13471465 -0.13047169 -0.4875274  -0.33838877  0.09532328
 -0.45887554 -0.30246896  0.37502435 -0.05103243  0.26027632  0.00272568
 -0.21136598  0.59490585  0.06314914 -0.16965406 -0.1320496  -0.42267936
 -0.688639   -0.16719697  0.35020405  0.06777385 -0.29910612  0.5020815
 -0.16785371  0.65325737  0.1018341  -0.06016589  0.9801377   0.04558377
  0.21084146 -0.14940928  0.06128738 -0.06397438 -0.0394181   0.11047395
  0.46931177 -1.0710815   0.226439   -0.6222468 ]",0.6483351,0.5234332,0.56769645,0.52944624,0.57204676,0.5951953,0.60827744
87,Quilcué Vivas Aída Marina,Movimiento Alternativo Indígena y Social,government,1,0,"[ 0.12425834  0.05523407  0.06080488 -0.17799652  0.13578463 -0.16357656
  0.15471423  0.27333018 -0.16425905 -0.04548805  0.14400835 -0.01720905
  0.09229507 -0.0183333   0.2493049  -0.03056254  0.1204211  -0.08484852
  0.12966397 -0.21063125 -0.04414846  0.2218308   0.10129826  0.1463367
  0.07022925 -0.36647233  0.01734963 -0.19411506  0.02792191 -0.03299572
 -0.14448798 -0.2607587  -0.01602477  0.06800704 -0.1652975   0.3035257
  0.15319544 -0.06882323  0.14935222 -0.25099745  0.014035    0.03130784
 -0.08697521  0.03778892  0.0468049   0.08096757 -0.24765822  0.04841848
  0.08478518  0.07624476 -0.22103801  0.12215494 -0.38757485 -0.11941271
  0.15413225  0.0498565   0.04554331  0.18665022  0.15813352  0.3693529
 -0.08885896  0.00909016 -0.03761103 -0.29692206 -0.22472665  0.0319132
 -0.2704525  -0.14841233  0.20463084 -0.01705861  0.14313981 -0.02103989
 -0.14263326  0.31497476  0.04442236 -0.13796309 -0.11997656 -0.15560691
 -0.39297727 -0.06044551  0.2482848   0.01881669 -0.1700801   0.26738843
 -0.10069977  0.35139424  0.01119686  0.06728111  0.49917543  0.04939332
  0.04818162 -0.09474826  0.04396171 -0.02885136  0.0112012  -0.01046258
  0.21759714 -0.5278202   0.13740414 -0.32586655]",0.69802034,0.5744202,0.61895907,0.58296067,0.62204987,0.6450691,0.6570054
88,Quintero Cardona Esteban,Centro Democrático,opposition,0,1,"[-0.01583359  0.6795927  -0.11490969 -0.66503453  0.47244737 -0.26339063
  0.20337999 -0.04265229  0.18274379 -0.03745398  0.30558735 -0.03340331
  0.12466585 -0.44449383  0.35334197  0.12207949 -0.37473923  0.22891262
  0.43452498 -0.2495656   0.0156796   0.26486662  0.24905637  0.4441944
  0.19290833 -0.18961075 -0.03224678 -0.73975426  0.11228647  0.05928669
 -0.2235702   0.02925631 -0.08232829  0.29033774  0.24262665  0.35771742
  0.50795764 -0.32681572  0.18899551 -0.38395426  0.04315045  0.10132884
 -0.17490996 -0.05276275  0.02862319 -0.30023497 -0.44663465  0.22982989
  0.26692343 -0.39062658 -0.5138703   0.15778309 -0.5393622  -0.40594918
  0.36741483  0.30048004 -0.1264212   0.2373408   0.593691    0.43503642
 -0.02455869 -0.05571381 -0.02796131 -0.9384358  -0.6440078   0.09503245
 -0.59530795 -0.5078044   0.1563039   0.02095453 -0.18496272 -0.33421868
 -0.07618763  0.97286713 -0.27817369 -0.0199946  -0.12701298 -0.9792918
 -0.96207184 -0.13982509 -0.05609942 -0.14698648 -0.11030753  0.55434227
 -0.01866927  0.81224984  0.17125185 -0.10738567  1.2460715  -0.19966745
  0.46615338  0.05405955 -0.03678858  0.03146831 -0.18111612  0.1498182
  0.9253632  -0.80373126 -0.07230014 -0.8092962 ]",0.5961935,0.548566,0.54444975,0.5154422,0.5650792,0.5675283,0.5695909
89,Quiroga Carrillo Jael,Unión Patriótica,government,0,1,"[ 2.48525515e-01  3.83178651e-01  1.50745869e-01 -5.08650422e-01
  3.72191340e-01 -1.97099775e-01  3.98418121e-02  1.88169137e-01
  2.89000601e-01 -2.92416602e-01  2.74274051e-01  7.84191415e-02
  5.72287180e-02 -1.69373319e-01  2.69222170e-01 -1.11528458e-02
  1.07700504e-01 -1.19002387e-01  4.67067957e-01 -1.25735238e-01
 -5.55699393e-02  2.37884536e-01  5.50038144e-02  6.08017147e-01
 -5.83277941e-02 -2.48172864e-01  2.61981875e-01 -5.78929961e-01
  1.95950598e-01 -3.49021107e-02 -1.45250171e-01 -1.45234883e-01
 -2.14052647e-01  8.37646127e-02  5.32319478e-04  4.61446285e-01
  1.79568887e-01 -1.97477773e-01  3.24971139e-01 -3.01657945e-01
  1.21941946e-01  2.87414677e-02 -1.11330666e-01  1.10491151e-02
  8.55875388e-02 -8.51851143e-03 -2.84802556e-01  8.56189728e-02
 -4.69550267e-02 -1.19498692e-01 -4.28543597e-01  1.24406256e-01
 -4.82847780e-01 -3.47546011e-01  1.15874559e-01  1.34250134e-01
 -8.87138993e-02  2.60004103e-01  5.06970704e-01  2.06463262e-01
  3.51665146e-03  1.15805544e-01 -1.14003137e-01 -5.14408112e-01
 -5.97018480e-01  5.96134067e-02 -2.99851447e-01 -3.81732523e-01
  3.54429603e-01 -1.11179315e-01  3.61998677e-02 -2.74799347e-01
 -1.44459665e-01  8.55449975e-01  5.28554432e-04  7.73808733e-02
 -7.93183967e-02 -3.96921515e-01 -8.01416457e-01  7.93667212e-02
  3.61725718e-01  4.46616746e-02 -1.54521525e-01  2.16417521e-01
  7.28953183e-02  4.94279981e-01 -2.81744674e-02  2.27281108e-01
  9.19191718e-01 -2.18968019e-01 -5.53882867e-02 -2.78980523e-01
 -8.25385563e-03 -7.75325522e-02 -3.40176314e-01 -1.78943411e-01
  8.07718098e-01 -6.99601591e-01  1.42011240e-01 -5.17615914e-01]",0.6185807,0.5871843,0.57123053,0.54413927,0.58958155,0.5890217,0.5809162
90,Restrepo Correa Omar de Jesús ,Comunes,government,0,1,"[ 0.28546357  0.21079345  0.03468895 -0.2101578   0.3481301  -0.20755048
  0.19827259  0.33835092 -0.03142243 -0.21622063  0.22610535 -0.11943131
  0.03717561 -0.05312277  0.25518158 -0.09126239  0.04378322 -0.05445955
  0.11769962 -0.34193587 -0.20750518  0.10904226  0.17175345  0.11459795
  0.07408852 -0.47281203 -0.05757247 -0.40776038 -0.00940272 -0.03953541
 -0.10639238 -0.18145634 -0.01067856  0.02980162 -0.36732784  0.38195446
  0.22097754 -0.02524039  0.1327324  -0.3557322  -0.08104872  0.02185481
  0.01333524 -0.05929971  0.11264473  0.00086176 -0.45714983  0.10744361
  0.15968673  0.10401187 -0.46890008  0.11297655 -0.4438227  -0.20139603
  0.08437165 -0.0624187  -0.02439222  0.24421154  0.08414584  0.5072954
 -0.11692023 -0.01195065  0.02701803 -0.321967   -0.41410708 -0.01549833
 -0.3509756  -0.27766195  0.2516681  -0.147631    0.14665453 -0.05133624
 -0.09272096  0.42994562 -0.07198893 -0.20133816 -0.17894824 -0.33367693
 -0.58259696 -0.24513465  0.26310757 -0.0098082  -0.22064085  0.44972086
 -0.13234097  0.5099435   0.11787868  0.10163021  0.67845964  0.03897155
  0.11299005 -0.02457596  0.15109415 -0.12915047  0.00830286  0.00407008
  0.14030418 -0.53141737  0.05811117 -0.4903272 ]",0.7017474,0.5889822,0.63257957,0.59714663,0.6378875,0.65954256,0.6733788
93,Roldán Avendaño John Jairo,Partido Liberal,independent,0,1,"[ 0.2938805   0.20940432 -0.04039882 -0.23682973  0.35316738 -0.32318226
  0.22958258  0.41366616 -0.19270456 -0.26176488  0.10460841 -0.07500369
  0.0308122  -0.11665042  0.31324112 -0.07092767  0.04444022 -0.08683617
  0.14429183 -0.36680937 -0.14814374  0.1794553   0.19143742  0.13972402
 -0.01037851 -0.4857657  -0.13819459 -0.38378823  0.14225021 -0.02779129
 -0.17000934 -0.2725638  -0.00913059  0.07398602 -0.34436524  0.4459321
  0.11223496 -0.02065796  0.10744288 -0.2804957   0.00395564  0.16617659
  0.00777732  0.00505734  0.05618509  0.10872658 -0.38955066  0.00391343
  0.12249448  0.19850221 -0.39937934  0.12851316 -0.5777929  -0.35222596
  0.07434603 -0.13188998  0.04923249  0.25347587  0.16481553  0.5615083
 -0.06590556  0.03932339 -0.02773226 -0.2664026  -0.3971606   0.04388927
 -0.31983927 -0.24049306  0.2882351  -0.11529694  0.21468824 -0.10931965
 -0.07774074  0.4401198  -0.07130145 -0.13802227 -0.239412   -0.22700019
 -0.5358671  -0.1776346   0.23547922 -0.03504183 -0.35440865  0.43428507
 -0.12877874  0.52999973  0.03301005  0.17354667  0.7325447  -0.01664995
  0.14184758 -0.07220631  0.1653715  -0.06162213  0.03849766 -0.15085582
  0.245136   -0.6839881   0.15535359 -0.5930287 ]",0.685892,0.56550324,0.6038842,0.5732313,0.6129606,0.63315064,0.64625955
94,Rozo Zambrano Yenny Esperanza,Centro Democrático,opposition,0,0,"[ 1.16143540e-01  3.04336131e-01  2.25256294e-01 -3.20923805e-01
  2.59457797e-01 -2.92102307e-01  1.82370692e-01  3.38525116e-01
 -1.58974677e-01 -1.10798903e-01  1.25151306e-01  7.77291209e-02
  2.71420717e-01 -2.59631097e-01  4.21150893e-01 -2.49676839e-01
  1.81633174e-01  1.29419938e-01  2.48007238e-01 -2.48509407e-01
 -1.14697844e-01  2.20514521e-01  1.92287982e-01 -2.04419382e-02
  2.92986557e-02 -6.41206861e-01 -1.39260158e-01 -4.11868483e-01
  2.22037703e-01 -1.49412155e-01 -3.15142810e-01 -2.90389061e-01
  3.82864252e-02  1.66855946e-01 -8.30902755e-02  5.57293236e-01
  4.18659091e-01 -3.05511534e-01  1.72843546e-01 -4.87531364e-01
 -2.95538455e-02 -1.00166090e-02 -2.83987969e-01  2.76476070e-02
  3.93293193e-03 -1.02678120e-01 -5.63018918e-01 -5.52932769e-02
  2.45174974e-01 -1.47560567e-01 -2.39848018e-01  1.89689964e-01
 -4.75440145e-01 -3.01463783e-01  5.95403835e-02  4.54003625e-02
  7.35080540e-02  3.33360434e-01  2.73078084e-01  5.73948264e-01
  5.33856750e-02  1.44919544e-01 -1.10323131e-01 -5.63344002e-01
 -2.55286664e-01  2.26758838e-01 -5.18178761e-01 -2.48087168e-01
  7.21099079e-02 -7.11671114e-02 -4.68280837e-02 -1.57581925e-01
 -1.06036007e-01  7.12145686e-01  8.14807862e-02 -6.88472539e-02
 -1.23758636e-01 -4.88741159e-01 -6.67320549e-01 -1.21558093e-01
  2.26937562e-01  5.84383719e-02 -3.28443527e-01  3.49089980e-01
 -3.52182031e-01  6.66462481e-01  6.51276261e-02 -4.79886234e-02
  8.10126781e-01  6.61489367e-03  3.06175500e-01 -9.27303135e-02
  5.24863601e-04 -8.04328620e-02  2.38917634e-01 -1.27666816e-02
  5.70912838e-01 -7.98374176e-01  1.65430635e-01 -4.88391519e-01]",0.6494871,0.53689134,0.5740675,0.53801847,0.584066,0.6021965,0.618186
95,Silva Idrobo Ferney,Colombia Humana,government,0,1,"[ 0.11988868  0.01276219  0.21892953 -0.35152397  0.163107   -0.26086932
  0.25203234  0.46287605 -0.36014378  0.02346985  0.23721372  0.02390549
  0.16367401 -0.00670722  0.42832    -0.18076074  0.20021495 -0.06199887
  0.2725643  -0.32157594  0.02469182  0.3677699   0.20702411  0.12141547
  0.18109234 -0.6721789   0.06696521 -0.28054607  0.05325533 -0.10127232
 -0.34099004 -0.4896884  -0.0664515   0.09844609 -0.14151715  0.5363295
  0.3105492  -0.24844067  0.28571698 -0.48657495 -0.0410153   0.00749246
 -0.2926604   0.07775278  0.06614784  0.09771023 -0.47454998  0.10523633
  0.14450678  0.06277842 -0.32602167  0.19597    -0.69356185 -0.20933823
  0.2740063   0.14961053  0.06415378  0.38585564  0.33394828  0.67348725
 -0.07905513  0.08843149 -0.12211521 -0.5234989  -0.2657847   0.1551456
 -0.42782682 -0.24299742  0.32232082  0.01044673  0.25495124  0.08543303
 -0.23394863  0.521774    0.11410068 -0.15027416 -0.15275796 -0.31307662
 -0.6705654  -0.05145252  0.3947148   0.07649055 -0.28958178  0.45799613
 -0.20987171  0.5450539   0.0555787  -0.02936584  0.87449414  0.12001619
  0.20743191 -0.14278375 -0.01877342 -0.02219307  0.03912307  0.07074098
  0.47252917 -1.0843378   0.24973205 -0.51890093]",0.6555888,0.5235917,0.5739998,0.5357376,0.5753487,0.5994551,0.6143224
96,Tamayo Tamayo Soledad,Partido Conservador,independent,0,0,"[ 0.16699961  0.27370402 -0.0484864  -0.49615374  0.4345866  -0.29303107
  0.17506878  0.33167836 -0.18777002 -0.27128515  0.14007679 -0.08485559
 -0.03555016 -0.06840263  0.26224703 -0.053559   -0.13102813 -0.22084643
  0.5043616  -0.31292012  0.10624755  0.27929717  0.46564594  0.46487638
  0.16181843 -0.2756853   0.11950327 -0.504894    0.07039248  0.11130826
 -0.3039393  -0.25724724 -0.22769621  0.07826294 -0.15011734  0.5040734
  0.0243353  -0.16419657  0.20301618 -0.3213076   0.07298511  0.27071857
 -0.12122712 -0.00587129  0.06930675  0.10159384 -0.3257593   0.11485666
  0.0955493   0.26073712 -0.5757728   0.06463616 -0.78162163 -0.44845897
  0.2674912  -0.06247945 -0.11680949  0.3029469   0.34962583  0.58771694
 -0.04059527  0.02293305 -0.01373112 -0.36214298 -0.7162766   0.10308369
 -0.18626955 -0.4425522   0.5342343  -0.02872383  0.29291478 -0.03540792
 -0.1601444   0.55259514 -0.25552702  0.07202849 -0.19924997 -0.3150208
 -0.7366867   0.03859191  0.2926413  -0.10084056 -0.24091461  0.5942297
  0.06394785  0.49546716 -0.02433771  0.12295696  0.9776197  -0.06242613
  0.19097495 -0.1590781   0.13774256 -0.03572944 -0.3044768  -0.00774032
  0.5971577  -1.13681     0.32434046 -0.7509864 ]",0.6742393,0.5825988,0.6011684,0.5731151,0.61428016,0.62411714,0.62927395
97,Torres Victoria Pablo Catatumbo ,Comunes,government,0,1,"[ 0.17437182  0.2554214  -0.08729791 -0.33524755  0.37493065 -0.2615408
  0.05972077  0.34486255  0.01585747 -0.11139899  0.10553259 -0.11086162
 -0.04158988 -0.01479025  0.2621125  -0.00846423  0.04170072 -0.15709998
  0.17708515 -0.2798191  -0.2320714   0.25073332  0.15149593  0.3410845
  0.03520015 -0.29389858 -0.02261879 -0.41091314  0.0713603   0.10493281
 -0.00931938 -0.15527493 -0.013623    0.1409551  -0.2209589   0.4033428
  0.15115462  0.0093653   0.17102419 -0.35068488  0.09235359  0.14714305
  0.08562189  0.03908688  0.12260052  0.12355312 -0.18666564  0.02018557
  0.09083098  0.19091456 -0.4268146   0.0846698  -0.5000694  -0.25176847
  0.14232199  0.02672121  0.04608788  0.14187744  0.2652009   0.35200515
 -0.03508662  0.04886376  0.00895931 -0.39522335 -0.45493865 -0.12214712
 -0.33594188 -0.30074826  0.3413631  -0.00586482  0.14365958 -0.11130947
 -0.13842987  0.50381714 -0.10525376 -0.10018831 -0.17575862 -0.2673979
 -0.6395214   0.00509111  0.35310745 -0.02869161 -0.23203313  0.35424948
  0.01893361  0.40637803 -0.03161647  0.30999115  0.6507825  -0.08181275
  0.00871783 -0.07250517  0.12888591 -0.10140351 -0.08876241 -0.12666829
  0.36694255 -0.593745    0.14019106 -0.57015866]",0.7457399,0.6779048,0.6884879,0.66425,0.7017446,0.7093705,0.71051645
98,Trujillo González Carlos Andrés,Partido Conservador,independent,0,1,"[ 0.16036455  0.36131832  0.04023366 -0.15544087  0.28793478 -0.3314796
  0.11220144  0.3234501   0.10859394 -0.17808582  0.33367494 -0.21078862
  0.123655   -0.29883885  0.32829192 -0.01127986  0.05499115  0.08986343
  0.17423207 -0.41810662 -0.35985756 -0.01354907  0.15886611  0.01097003
 -0.12104221 -0.47438642 -0.2778957  -0.5206658   0.11755789  0.0140438
 -0.02648658 -0.24884456  0.22630635  0.24840045 -0.28724214  0.4491059
  0.5522004  -0.121767    0.14057654 -0.36118984 -0.04967834  0.05637831
 -0.10076561 -0.0477694  -0.01050848 -0.08662982 -0.5512201   0.10892551
  0.2986383  -0.0957611  -0.2258703   0.16080034 -0.3171791  -0.24828589
 -0.00162589  0.04107681 -0.07776552  0.10318749  0.15696134  0.5595517
 -0.2297543   0.01443545 -0.02776101 -0.41988117 -0.48760065  0.08083659
 -0.64397526 -0.29972655  0.11861901 -0.17097266  0.01848649 -0.35697573
 -0.0078802   0.697937   -0.09257479 -0.30732626 -0.31873888 -0.6077883
 -0.58418906 -0.38579744  0.07746255 -0.04704929 -0.38179344  0.59185684
 -0.15181129  0.82772267  0.17166403  0.01470332  0.9365013  -0.06046815
  0.46104294  0.04946806  0.09547811 -0.1445737   0.13501687  0.0626732
  0.17289914 -0.5234114  -0.02809312 -0.6757805 ]",0.653396,0.5589432,0.58784574,0.5555717,0.6024655,0.62007976,0.63174844
99,Uribe Turbay Miguel,Centro Democrático,opposition,0,1,"[ 0.09694108  0.331022   -0.01892471 -0.3520794   0.22649527 -0.16017687
  0.20286024  0.21280485 -0.09434705 -0.02548192  0.33162272 -0.05843063
  0.15744676 -0.05802191  0.3419986   0.13751887 -0.05797435 -0.04274622
  0.18920816 -0.39335775 -0.12950213  0.3420702   0.20736521  0.4807478
  0.15210211 -0.20990746  0.01823341 -0.4434302   0.04759743  0.2211803
 -0.20761724 -0.31118715 -0.0355208  -0.03242496 -0.02631192  0.28431547
  0.29156497 -0.18169577  0.28714275 -0.32341555  0.12958309  0.01702519
 -0.07129638  0.13262184  0.10320649 -0.08793724 -0.24422215  0.16483754
  0.19808978  0.01345379 -0.3650004   0.05621001 -0.54765487 -0.16485684
  0.29223824  0.21882288 -0.00878813  0.10949465  0.29781947  0.44284335
 -0.09985798 -0.02851471  0.03647617 -0.54269403 -0.52556115 -0.0064605
 -0.5007387  -0.2521846   0.1995769  -0.01047807  0.11745638  0.03640519
 -0.1102635   0.5644966  -0.07282002 -0.13683265 -0.18214984 -0.40028596
 -0.63157064 -0.17897631  0.15890644 -0.2170216  -0.17088588  0.38884696
 -0.10596333  0.65635806  0.01916468  0.0154121   0.88688874 -0.08032948
  0.19638878  0.02130755  0.01268261  0.01461286 -0.14751484  0.0020434
  0.51034194 -0.66524655  0.09154907 -0.6618456 ]",0.66527826,0.56504357,0.592749,0.55754554,0.6024494,0.6167159,0.62562305
100,Valencia Laserna Paloma Susana,Centro Democrático,opposition,0,0,"[ 0.10285358 -0.15824664  0.10028207 -0.08188307  0.19287974 -0.14428261
  0.36948562  0.8052689  -0.6110435   0.15692252 -0.02522072 -0.01493723
  0.30386585 -0.02269151  0.6126057  -0.22794314  0.39454997 -0.20104232
  0.00486273 -0.38370726 -0.06228646  0.48569795  0.07097276 -0.099434
  0.21803373 -0.8658575  -0.08516078 -0.16213617  0.0468216  -0.2020993
 -0.2843783  -0.72159874 -0.08060963  0.12525025 -0.23142374  0.5240383
  0.3252257  -0.02007949  0.3034134  -0.53712666 -0.10053156 -0.10879663
 -0.3465614   0.15401417 -0.02185177  0.15688094 -0.35877615 -0.05427153
  0.17034741  0.03061132 -0.07323088  0.13781211 -0.6493675  -0.05253042
  0.208778    0.19904572  0.13010122  0.45650074  0.10805117  0.69077253
 -0.11822914 -0.10070056 -0.10309928 -0.45192245 -0.00192947  0.25524205
 -0.5400186  -0.12974207  0.08400929  0.14116012  0.3071709   0.10621262
 -0.313383    0.37029615  0.2667633  -0.387107   -0.31991002 -0.08520325
 -0.5679569   0.13014458  0.46497262 -0.01372951 -0.48662576  0.46893182
 -0.33754838  0.36264732 -0.04732167  0.07821484  0.7150933   0.31060287
  0.23734522 -0.05873269 -0.07487524 -0.03470344  0.36771864 -0.15685287
  0.33971962 -1.0576382   0.32060453 -0.41362023]",0.60225695,0.4654076,0.5248989,0.49208003,0.521471,0.54780805,0.5658748
